price,num_bath,num_bed,num_parking,property_size,suburb_population,suburb_median_income,suburb_sqkm,suburb_elevation,km_from_cbd,num_core_rooms,suburb_population_density
1040000,0.1666666666666666,0.4444444444444444,0.3333333333333333,0.4624373956594323,0.1580337843247138,0.3225660377358491,0.1039269406392694,0.4793388429752066,0.2305458187280921,0.611111111111111,1.52
745000,0.1666666666666666,0.2222222222222222,0.1666666666666666,0.0884808013355592,0.8606196461452246,0.5845283018867925,0.2738812785388128,0.1239669421487603,0.1454181271907861,0.3888888888888888,3.14
1980000,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.6686143572621035,0.1223280762148747,0.5904150943396227,0.1054794520547945,0.4132231404958678,0.2267401101652479,0.4999999999999999,1.16
2000000,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.8689482470784641,0.2113521735649667,0.654188679245283,0.3318721461187215,0.6611570247933884,0.1334001001502253,0.8888888888888888,0.64
2155000,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.503338898163606,0.0493955648066608,0.4304905660377358,0.0529680365296803,0.1818181818181818,0.1586379569354031,0.7777777777777777,0.93
1830000,0.5,0.5555555555555556,0.3333333333333333,0.6686143572621035,0.2751581138419662,0.5747169811320755,0.2150684931506849,0.5537190082644629,0.2326489734601903,1.0555555555555556,1.28
1030000,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.353923205342237,0.2241613962052678,0.2529056603773585,0.1111415525114155,0.3471074380165289,0.158137205808713,0.6666666666666666,2.02
1320000,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4632721202003338,0.5731726843327195,0.3961509433962264,0.4276712328767123,0.3223140495867768,0.2555833750625939,0.7777777777777777,1.34
2825000,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.6243739565943238,0.2798414858698262,0.498188679245283,0.6050228310502284,0.7603305785123967,0.1102653980971457,0.7777777777777777,0.46
1590000,0.5,0.4444444444444444,0.3333333333333333,0.6160267111853088,0.2258426066768073,0.4275471698113207,0.2202739726027398,0.4462809917355372,0.186479719579369,0.9444444444444444,1.03
1560000,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4958263772954925,0.1814106156432631,0.2234716981132075,0.3317808219178082,0.0330578512396694,0.7407110665998998,0.7777777777777777,0.55
750000,0.3333333333333333,0.4444444444444444,0.1666666666666666,0.3764607679465776,0.257065086862541,0.5050566037735849,0.1500456621004566,0.3140495867768595,0.3272909364046069,0.7777777777777777,1.71
2100000,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4841402337228714,0.0982307261228084,0.2823396226415094,0.6464840182648403,0.0578512396694214,0.8360540811216824,0.7777777777777777,0.15
1900000,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4457429048414023,0.4163397646305339,0.4834716981132075,0.2583561643835617,0.2892561983471074,0.170655983975964,0.6666666666666666,1.61
1646000,0.5,0.5555555555555556,0.5,0.5575959933222037,0.0898246737651108,0.6767547169811321,0.0986301369863013,0.371900826446281,0.215122684026039,1.0555555555555556,0.91
1300000,0.1666666666666666,0.2222222222222222,0.3333333333333333,0.8430717863105175,0.3753902810023217,0.624754716981132,0.4627397260273973,1.0743801652892562,0.1822734101151727,0.3888888888888888,0.81
1040000,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.4782971619365609,0.8712272836442239,0.1253584905660377,0.4558904109589041,0.1157024793388429,0.2548823234852279,0.8888888888888888,1.91
1102000,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.6193656093489148,0.2916099591706028,0.2342641509433962,0.1921461187214612,0.4545454545454545,0.314672008012018,0.7777777777777777,1.52
2750000,0.3333333333333333,0.4444444444444444,0.0,0.1936560934891485,0.1827315667280442,0.7787924528301887,0.0360730593607305,0.1322314049586777,0.0303455182774161,0.7777777777777777,5.07
1750000,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.6368948247078464,0.1478264350332239,0.6375094339622641,0.208310502283105,0.8842975206611571,0.1088632949424136,0.4999999999999999,0.71
2450000,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.7003338898163606,0.3031782883676246,0.4932830188679245,0.5621917808219179,0.2644628099173554,0.157636454682023,0.4999999999999999,0.54
1290000,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2111853088480801,0.6046753662637099,0.3961509433962264,0.2336073059360731,0.2231404958677686,0.1320981472208312,0.6666666666666666,2.59
1280000,0.5,0.4444444444444444,0.3333333333333333,0.7312186978297162,0.1000720518773516,0.6198490566037735,0.2210045662100457,0.3471074380165289,0.5288933400100151,0.9444444444444444,0.45
3500000,0.5,0.4444444444444444,0.5,0.5684474123539232,0.126130814186214,0.4824905660377358,0.0922374429223744,0.0082644628099173,0.1914872308462694,0.9444444444444444,1.37
1885000,0.1666666666666666,0.4444444444444444,0.5,0.7111853088480802,0.4322712352894083,0.8317735849056603,0.2310502283105023,0.4710743801652892,0.0652979469203805,0.611111111111111,1.87
630000,0.3333333333333333,0.3333333333333333,0.5,0.5734557595993323,0.4874309502842046,0.3539622641509434,0.8809132420091323,0.2396694214876033,0.4222333500250376,0.6666666666666666,0.55
